image_name,type,cellprob_threshold,channel_axis,channel_nuclei,channel_segment,diameter,do_3D,flow_threshold,interp,invert,max_size_fraction,min_size,model_name,niter,norm3D,normalize,percentile_max,percentile_min,sharpen_radius,smooth_radius,stitch_threshold,tile_norm_blocksize,tile_norm_smooth3D,tile_overlap,duration,are,precision,recall,f1,jaccard,jaccard_cellpose
20240305_P013T_B005_cropped_isotropic,Nuclei,15.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,4.603138446807861,0.7966282222892783,0.5951198801918093,0.12264111320927942,0.20337177771072168,0.30590928416169666,0.3188186167783947
20240305_P013T_B005_cropped_isotropic,Nuclei,20.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,3.6846230030059814,0.8260633034977125,0.8779377516477734,0.09653065693849949,0.17393669650228744,0.07917374563072255,0.0743341209322307
20240305_P013T_B005_cropped_isotropic,Nuclei,25.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.7536547183990479,0.8283018894339629,0.9957920551673751,0.0939485299687114,0.17169811056603707,0.035962257432793306,0.002713795350274402
20240305_P013T_B005_cropped_isotropic,Nuclei,30.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,0.9957160949707031,0.8284295874849055,1.0,0.09383484805181812,0.17157041251509458,0.0,0.0
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,0.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,146.20439195632935,0.15857842984143455,0.7357716498327833,0.9824992662367472,0.8414215701585654,0.7449335893567203,0.272468092043153
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,1.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,148.91361021995544,0.17749737177526748,0.7148841970820152,0.968264907979451,0.8225026282247325,0.7504616778629016,0.2859470104166862
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,2.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,150.38798236846924,0.2016305107277887,0.690727659529498,0.9457542279262806,0.7983694892722114,0.7514134228038553,0.2997084232395101
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,3.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,143.72852659225464,0.23213419729980767,0.6632492793915465,0.9116659106805692,0.7678658027001923,0.7470660488312905,0.31319575208475225
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,4.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,136.293221950531,0.26848647649178203,0.6343784615025152,0.8637731502072751,0.7315135235082179,0.7381699728527029,0.326139483589828
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,5.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,131.79428720474243,0.3090200707403552,0.605433245318491,0.8046798130601658,0.6909799292596448,0.7258446415759574,0.3397520308807233
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,6.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,121.97898650169373,0.38201102212894256,0.5411466231694873,0.7202661514062604,0.6179889778710574,0.6857071103596928,0.3392330931661189
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,7.5,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,119.86448431015015,0.4589421130632182,0.49864719678711955,0.5913533763640256,0.5410578869367819,0.6486525730499401,0.35092902793905884
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,9.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,128.81914639472961,0.5397506503347398,0.4650645317435508,0.45553285658232345,0.4602493496652602,0.6001236179266389,0.3567706204417354
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,10.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,134.9322874546051,0.5925292396291932,0.44475061703725244,0.37595729312946213,0.40747076037080676,0.5615109497363111,0.35544569498498185
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,15.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,83.14328479766846,0.7317645794679433,0.5263493146168093,0.17997724837432344,0.2682354205320568,0.3416547629352845,0.2843194343681189
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,20.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,43.298598527908325,0.7701044068905095,0.8719488081891269,0.13240219321963737,0.22989559310949054,0.06462228796690662,0.056758067707631074
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,25.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,8.524342060089111,0.7739854399372079,0.9991083008708251,0.12741945769483712,0.22601456006279205,0.004896902995463404,0.0005286916914067265
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,30.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,4.674407482147217,0.7739957788125778,1.0,0.12739839851180368,0.2260042211874223,0.0,0.0
20240305_P013T_A001a_cropped_isotropic,Nuclei,0.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,2.9494524002075195,0.06111365806359215,0.9027035446274997,0.978090866826909,0.9388863419364081,0.6822593833327927,0.6182618308692124
20240305_P013T_A001a_cropped_isotropic,Nuclei,1.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,2.929368495941162,0.07684347101777145,0.8829834612335744,0.9671593439309968,0.9231565289822286,0.6982246896744478,0.6381498622270951
20240305_P013T_A001a_cropped_isotropic,Nuclei,2.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,3.0105831623077393,0.09579025679760611,0.8617827889671759,0.9510305062551598,0.9042097432023939,0.7122630754299883,0.6569339171900658
20240305_P013T_A001a_cropped_isotropic,Nuclei,3.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,2.9709768295288086,0.11899169702370094,0.8384823234725723,0.9280783983639043,0.8810083029762991,0.7251335772235098,0.6751619170200978
20240305_P013T_A001a_cropped_isotropic,Nuclei,4.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,2.9503557682037354,0.1478647712607275,0.8125814044518114,0.8957367870427198,0.8521352287392724,0.7350509684733637,0.6914489706393986
20240305_P013T_A001a_cropped_isotropic,Nuclei,5.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,3.1221537590026855,0.18224664229730536,0.7849594223397578,0.8534068823852932,0.8177533577026946,0.7416553698599326,0.7056150293870697
20240305_P013T_A001a_cropped_isotropic,Nuclei,6.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,3.1134378910064697,0.22444601128390396,0.7545359148105107,0.7977765580165191,0.775553988716096,0.7440920442316677,0.7150069400974335
20240305_P013T_A001a_cropped_isotropic,Nuclei,7.5,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,3.1266889572143555,0.3001766810998102,0.7057435274668402,0.6940016087329884,0.6998233189001898,0.7410062952865019,0.719542697899654
20240305_P013T_A001a_cropped_isotropic,Nuclei,9.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,2.683317184448242,0.39803597782970834,0.6483388012314005,0.5617806295854947,0.6019640221702915,0.7241486465303856,0.7078598273838703
20240305_P013T_A001a_cropped_isotropic,Nuclei,10.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,2.8824448585510254,0.46586387131676765,0.6135464311550465,0.47292608557150867,0.5341361286832323,0.7060622685120641,0.6934675350305901
20240305_P013T_A001a_cropped_isotropic,Nuclei,15.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,3.5764737129211426,0.7793675318975787,0.4866116509105165,0.1426569720724543,0.2206324681024213,0.47689822867707793,0.464361220658178
20240305_P013T_A001a_cropped_isotropic,Nuclei,20.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,3.4546430110931396,0.854987610724538,0.7252596931729184,0.08055999790748265,0.14501238927546198,0.15634835473675193,0.16023972492689353
20240305_P013T_A001a_cropped_isotropic,Nuclei,25.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.3055591583251953,0.8609939021330139,0.9566798292439523,0.07494804469787847,0.13900609786698614,0.024407975464243316,0.01802435810919374
20240305_P013T_A001a_cropped_isotropic,Nuclei,30.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,0.44965553283691406,0.8599426952573719,1.0,0.07530194618348045,0.14005730474262817,0.0,0.0
20240305_P013T_A005_cropped_isotropic,Nuclei,0.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.1619856357574463,0.1417105086782966,0.7525845079874038,0.9985404544741042,0.8582894913217034,0.5084527277734467,0.5066174523483985
20240305_P013T_A005_cropped_isotropic,Nuclei,1.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.1401090621948242,0.15170395250972535,0.7381942057271031,0.9969986309760077,0.8482960474902747,0.5299231033227292,0.5284506625886152
20240305_P013T_A005_cropped_isotropic,Nuclei,2.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.110959529876709,0.16387082073948955,0.7213372173851341,0.9943711372952776,0.8361291792605104,0.5502514504716434,0.5487194478084749
20240305_P013T_A005_cropped_isotropic,Nuclei,3.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.1080527305603027,0.17992862026552114,0.7001870025198124,0.9894894425587563,0.8200713797344789,0.5677821227069991,0.5655097140362366
20240305_P013T_A005_cropped_isotropic,Nuclei,4.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.1455492973327637,0.21342464680810647,0.6563102760991034,0.9813557622069006,0.7865753531918934,0.5798948897692917,0.5738660794558745
20240305_P013T_A005_cropped_isotropic,Nuclei,5.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.1467254161834717,0.24240910851809205,0.6223922815879035,0.9678260430194812,0.7575908914819081,0.59253123217168,0.5832851260761561
20240305_P013T_A005_cropped_isotropic,Nuclei,6.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.1473536491394043,0.26557860088570917,0.599349649396145,0.9480856365841683,0.7344213991142908,0.6045410022551807,0.5929750455360496
20240305_P013T_A005_cropped_isotropic,Nuclei,7.5,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.1445999145507812,0.30341379746012387,0.5669767717155099,0.9030125466910981,0.696586202539876,0.6185548477374712,0.6015351255636672
20240305_P013T_A005_cropped_isotropic,Nuclei,9.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.1398921012878418,0.3459295795819477,0.5384244216262496,0.8329835885553951,0.6540704204180524,0.62368824110302,0.5996208680541842
20240305_P013T_A005_cropped_isotropic,Nuclei,10.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.153857946395874,0.3728908891614793,0.525764004390504,0.7768537143435778,0.6271091108385207,0.6228960066257578,0.5931753400114016
20240305_P013T_A005_cropped_isotropic,Nuclei,15.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.213594913482666,0.4847444139093925,0.5764675584202249,0.4657953021116445,0.5152555860906075,0.5128036385864189,0.43019262904677086
20240305_P013T_A005_cropped_isotropic,Nuclei,20.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,1.2527985572814941,0.5622729623078426,0.8644924172442461,0.29305666602479513,0.4377270376921573,0.18901660156514294,0.14425295026023296
20240305_P013T_A005_cropped_isotropic,Nuclei,25.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,0.9000232219696045,0.6016937099437023,0.9812417917912883,0.24986603459476442,0.39830629005629775,0.050050342258820206,0.015618727178879351
20240305_P013T_A005_cropped_isotropic,Nuclei,30.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,0.5143330097198486,0.6041233730467435,1.0,0.24678689532548864,0.3958766269532565,0.0,0.0
20240305_P013T_A006_cropped_isotropic,Nuclei,0.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,18.021156787872314,0.07854928027885755,0.8728984512172402,0.9757222426506936,0.9214507197211425,0.6079699387523338,0.6029328303398545
20240305_P013T_A006_cropped_isotropic,Nuclei,1.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.957034587860107,0.09249028386230496,0.8556839164826024,0.966018071964491,0.9075097161376949,0.627965383528473,0.6236644984534576
20240305_P013T_A006_cropped_isotropic,Nuclei,2.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.88817524909973,0.11177027663512984,0.8351222687826961,0.9485503449637869,0.88822972336487,0.6460279875353592,0.642330947567794
20240305_P013T_A006_cropped_isotropic,Nuclei,3.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.92203950881958,0.13775190809287252,0.8114380506420245,0.9198463667411634,0.8622480919071275,0.662228400358024,0.6589843267925459
20240305_P013T_A006_cropped_isotropic,Nuclei,4.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.867024898529053,0.1738931450327934,0.7835123215817614,0.8735988123401105,0.8261068549672066,0.6749485444500325,0.6719127372585433
20240305_P013T_A006_cropped_isotropic,Nuclei,5.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.897484064102173,0.2205671528576073,0.7529462010013981,0.8078508944718075,0.7794328471423927,0.684627958219942,0.6816672227497883
20240305_P013T_A006_cropped_isotropic,Nuclei,6.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.936394214630127,0.28203200981763077,0.7184888640848709,0.7174478709556612,0.7179679901823693,0.689427345996453,0.6874684130167631
20240305_P013T_A006_cropped_isotropic,Nuclei,7.5,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,19.20155382156372,0.39687390014617996,0.6635923748905861,0.552758924985773,0.60312609985382,0.685282997121094,0.6828239340866132
20240305_P013T_A006_cropped_isotropic,Nuclei,9.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,22.640164375305176,0.5293053657357656,0.6058652626722644,0.38483632393457945,0.4706946342642345,0.6620354677514125,0.659002058062394
20240305_P013T_A006_cropped_isotropic,Nuclei,10.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,25.817265033721924,0.6125806116341947,0.5709528556641723,0.2931772245500415,0.3874193883658053,0.6364529620571207,0.6326069189331074
20240305_P013T_A006_cropped_isotropic,Nuclei,15.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,37.7189736366272,0.8668099615251494,0.5796279409109207,0.07523948706761162,0.13319003847485053,0.30154752526760237,0.3066712049012934
20240305_P013T_A006_cropped_isotropic,Nuclei,20.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,13.138036727905273,0.8928794503620232,0.8999280056784025,0.056949703472858076,0.10712054963797678,0.07240126920233435,0.05535851916760743
20240305_P013T_A006_cropped_isotropic,Nuclei,25.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,4.998707294464111,0.8934354520651661,0.997816770773367,0.05628798813533703,0.10656454793483396,0.013997397184114309,0.001276040500693987
20240305_P013T_A006_cropped_isotropic,Nuclei,30.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,2.18272066116333,0.8934600723173406,1.0,0.05626732205251568,0.10653992768265944,0.0,0.0
20240305_P013T_B007a_cropped_isotropic,Nuclei,0.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,16.07586932182312,0.07603151093458704,0.8882577926705274,0.9626708180459437,0.923968489065413,0.6514089338182136,0.6490422113374723
20240305_P013T_B007a_cropped_isotropic,Nuclei,1.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,16.94255781173706,0.1041861229775678,0.865262967920969,0.9286011454458054,0.8958138770224322,0.6665779668795626,0.6678337099083328
20240305_P013T_B007a_cropped_isotropic,Nuclei,2.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,16.166725635528564,0.14411270541800725,0.8384861220691942,0.8740260297671647,0.8558872945819928,0.6784745096993334,0.6835476861349058
20240305_P013T_B007a_cropped_isotropic,Nuclei,3.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,16.39171862602234,0.19754721453799762,0.8087494687044626,0.7962533929551924,0.8024527854620025,0.6867851828616915,0.6980746812573594
20240305_P013T_B007a_cropped_isotropic,Nuclei,4.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.39928698539734,0.2666867338979161,0.7758489236029391,0.6951992025579228,0.7333132661020839,0.6910170375906856,0.7062266449359437
20240305_P013T_B007a_cropped_isotropic,Nuclei,5.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,19.104421615600586,0.34788426765097524,0.7409235280612976,0.5823184870481886,0.6521157323490246,0.6898491420516188,0.7092177449867575
20240305_P013T_B007a_cropped_isotropic,Nuclei,6.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,18.754499912261963,0.4421574765648084,0.7046039040770272,0.461679642014546,0.5578425234351916,0.6831637926693472,0.7055980433077325
20240305_P013T_B007a_cropped_isotropic,Nuclei,7.5,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,19.134870290756226,0.5797194773914344,0.6516117028397415,0.31016695672866956,0.42028052260856563,0.6605002506454026,0.6866789945433162
20240305_P013T_B007a_cropped_isotropic,Nuclei,9.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,16.730138063430786,0.6937824401636113,0.5993965995908657,0.20563608954818102,0.3062175598363887,0.6196829949314556,0.6509166989164087
20240305_P013T_B007a_cropped_isotropic,Nuclei,10.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.36410617828369,0.753518248523696,0.5689398889292788,0.1573183876984343,0.24648175147630402,0.5919542260240118,0.6228465704413458
20240305_P013T_B007a_cropped_isotropic,Nuclei,15.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,22.136446475982666,0.9098192074733614,0.5205850464403787,0.04936624633739702,0.09018079252663853,0.336330979181382,0.3628747001318339
20240305_P013T_B007a_cropped_isotropic,Nuclei,20.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,17.75870418548584,0.9325942477898395,0.795368126025093,0.035194192477822316,0.06740575221016051,0.09538109192093382,0.10929103469288931
20240305_P013T_B007a_cropped_isotropic,Nuclei,25.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,3.622323513031006,0.9338599987508421,0.972293329531481,0.034234393487970055,0.06614000124915788,0.04980318908871918,0.013386596713126992
20240305_P013T_B007a_cropped_isotropic,Nuclei,30.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,0.7621097564697266,0.9337277934280247,1.0,0.03427173503799672,0.06627220657197533,0.0,0.0
20240305_P013T_D004_cropped_isotropic,Nuclei,0.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,24.64324402809143,0.13095073537567503,0.7787163484043118,0.9830900023034322,0.869049264624325,0.5402456487453219,0.42865019090019435
20240305_P013T_D004_cropped_isotropic,Nuclei,1.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,29.841961145401,0.1521894169486755,0.7492861574072587,0.9761679320979157,0.8478105830513245,0.5668016450197619,0.45278120495392477
20240305_P013T_D004_cropped_isotropic,Nuclei,2.0,,0,0,30.0,True,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,32.717636585235596,0.1899052639007749,0.7001647270147154,0.9609732239167306,0.8100947360992251,0.5901434419690302,0.4712683260189427
